korean,category_guess,source_sentence,is_registered,matched_glossary_term,note
간식비 15000원,일정,간식비 15000원이 매월 10일에 빠져나갑니다,N,간식비; 간식,preferred_vi 입력 필요
간식비 15000원 10일,일정,간식비 15000원이 매월 10일에 빠져나갑니다,N,간식비; 간식,preferred_vi 입력 필요
간식비15000원,일정,간식비 15000원이 매월 10일에 빠져나갑니다,N,간식비; 간식,preferred_vi 입력 필요
간식비15000원10일,일정,간식비 15000원이 매월 10일에 빠져나갑니다,N,간식비; 간식,preferred_vi 입력 필요
20일,일정,12월 20일에 크리스마스 발표회가 있습니다,N,,preferred_vi 입력 필요
발표회,일정,12월 20일에 크리스마스 발표회가 있습니다,N,,preferred_vi 입력 필요
크리스마스,일정,12월 20일에 크리스마스 발표회가 있습니다,N,,preferred_vi 입력 필요
낮잠이불,기타,낮잠 이불을 빨아서 보내 주세요,N,,preferred_vi 입력 필요
세탁,기타,낮잠 이불을 빨아서 보내 주세요,N,,preferred_vi 입력 필요
방과후미술,일정,방과후 미술은 화요일 오후에 합니다,N,,preferred_vi 입력 필요
화요일,일정,방과후 미술은 화요일 오후에 합니다,N,,preferred_vi 입력 필요
동의서 내야,제출,졸업사진을 찍으려면 동의서를 내야 합니다,N,동의서,preferred_vi 입력 필요
동의서내야,제출,졸업사진을 찍으려면 동의서를 내야 합니다,N,동의서,preferred_vi 입력 필요
졸업사진,제출,졸업사진을 찍으려면 동의서를 내야 합니다,N,동의서,preferred_vi 입력 필요
졸업사진 찍으려면 동의서,제출,졸업사진을 찍으려면 동의서를 내야 합니다,N,동의서,preferred_vi 입력 필요
졸업사진찍으려면동의서,제출,졸업사진을 찍으려면 동의서를 내야 합니다,N,동의서,preferred_vi 입력 필요
찍으려면 동의서,제출,졸업사진을 찍으려면 동의서를 내야 합니다,N,동의서,preferred_vi 입력 필요
찍으려면 동의서 내야,제출,졸업사진을 찍으려면 동의서를 내야 합니다,N,동의서,preferred_vi 입력 필요
찍으려면동의서,제출,졸업사진을 찍으려면 동의서를 내야 합니다,N,동의서,preferred_vi 입력 필요
찍으려면동의서내야,제출,졸업사진을 찍으려면 동의서를 내야 합니다,N,동의서,preferred_vi 입력 필요
동의서 제출하지,제출,졸업사진 촬영 동의서를 제출하지 않으면 촬영이 어렵습니다,N,동의서; 제출,preferred_vi 입력 필요
동의서 제출하지 않으면,제출,졸업사진 촬영 동의서를 제출하지 않으면 촬영이 어렵습니다,N,동의서; 제출,preferred_vi 입력 필요
동의서제출하지,제출,졸업사진 촬영 동의서를 제출하지 않으면 촬영이 어렵습니다,N,동의서; 제출,preferred_vi 입력 필요
동의서제출하지않으면,제출,졸업사진 촬영 동의서를 제출하지 않으면 촬영이 어렵습니다,N,동의서; 제출,preferred_vi 입력 필요
제출하지,제출,졸업사진 촬영 동의서를 제출하지 않으면 촬영이 어렵습니다,N,동의서; 제출,preferred_vi 입력 필요
졸업사진 촬영 동의서,제출,졸업사진 촬영 동의서를 제출하지 않으면 촬영이 어렵습니다,N,동의서; 제출,preferred_vi 입력 필요
졸업사진촬영동의서,제출,졸업사진 촬영 동의서를 제출하지 않으면 촬영이 어렵습니다,N,동의서; 제출,preferred_vi 입력 필요
촬영 동의서,제출,졸업사진 촬영 동의서를 제출하지 않으면 촬영이 어렵습니다,N,동의서; 제출,preferred_vi 입력 필요
촬영 동의서 제출하지,제출,졸업사진 촬영 동의서를 제출하지 않으면 촬영이 어렵습니다,N,동의서; 제출,preferred_vi 입력 필요
촬영동의서,제출,졸업사진 촬영 동의서를 제출하지 않으면 촬영이 어렵습니다,N,동의서; 제출,preferred_vi 입력 필요
촬영동의서제출하지,제출,졸업사진 촬영 동의서를 제출하지 않으면 촬영이 어렵습니다,N,동의서; 제출,preferred_vi 입력 필요
도시락,준비물,운동회 날 점심 도시락을 준비해 주세요,Y,도시락; 운동회,기존 사전 용어
도시락 준비해,준비물,운동회 날 점심 도시락을 준비해 주세요,N,도시락; 운동회,preferred_vi 입력 필요
도시락준비해,준비물,운동회 날 점심 도시락을 준비해 주세요,N,도시락; 운동회,preferred_vi 입력 필요
점심 도시락 준비해,준비물,운동회 날 점심 도시락을 준비해 주세요,N,도시락; 운동회,preferred_vi 입력 필요
점심도시락준비해,준비물,운동회 날 점심 도시락을 준비해 주세요,N,도시락; 운동회,preferred_vi 입력 필요
급식,일정,운동회 당일 급식은 제공되지 않으니 점심 도시락을 준비해 주세요,Y,도시락; 운동회; 급식,기존 사전 용어
당일,일정,운동회 당일 급식은 제공되지 않으니 점심 도시락을 준비해 주세요,N,도시락; 운동회; 급식,preferred_vi 입력 필요
안전,건강·안전,아이 안전을 위해 장신구는 하지 않게 해 주세요,N,,preferred_vi 입력 필요
장신구,건강·안전,아이 안전을 위해 장신구는 하지 않게 해 주세요,N,,preferred_vi 입력 필요
원아,비용,원아 안전을 위해 귀걸이 목걸이 등 장신구 착용을 피해주세요,N,,preferred_vi 입력 필요
계좌 바꾸려면 신청서,제출,스쿨뱅킹 계좌를 바꾸려면 신청서를 내 주세요,N,스쿨뱅킹; 신청서,preferred_vi 입력 필요
계좌바꾸려면신청서,제출,스쿨뱅킹 계좌를 바꾸려면 신청서를 내 주세요,N,스쿨뱅킹; 신청서,preferred_vi 입력 필요
계좌변경,제출,스쿨뱅킹 계좌를 바꾸려면 신청서를 내 주세요,N,스쿨뱅킹; 신청서,preferred_vi 입력 필요
바꾸려면 신청서,제출,스쿨뱅킹 계좌를 바꾸려면 신청서를 내 주세요,N,스쿨뱅킹; 신청서,preferred_vi 입력 필요
바꾸려면신청서,제출,스쿨뱅킹 계좌를 바꾸려면 신청서를 내 주세요,N,스쿨뱅킹; 신청서,preferred_vi 입력 필요
스쿨뱅킹,제출,스쿨뱅킹 계좌를 바꾸려면 신청서를 내 주세요,Y,스쿨뱅킹; 신청서,기존 사전 용어
신청서,제출,스쿨뱅킹 계좌를 바꾸려면 신청서를 내 주세요,Y,스쿨뱅킹; 신청서,기존 사전 용어
계좌 변경 신청서,제출,스쿨뱅킹 계좌 변경 신청서는 행정실에 제출해 주세요,N,스쿨뱅킹; 신청서; 행정실; 제출,preferred_vi 입력 필요
계좌변경신청서,제출,스쿨뱅킹 계좌 변경 신청서는 행정실에 제출해 주세요,N,스쿨뱅킹; 신청서; 행정실; 제출,preferred_vi 입력 필요
변경 신청서,제출,스쿨뱅킹 계좌 변경 신청서는 행정실에 제출해 주세요,N,스쿨뱅킹; 신청서; 행정실; 제출,preferred_vi 입력 필요
변경 신청서 행정실,제출,스쿨뱅킹 계좌 변경 신청서는 행정실에 제출해 주세요,N,스쿨뱅킹; 신청서; 행정실; 제출,preferred_vi 입력 필요
변경신청서,제출,스쿨뱅킹 계좌 변경 신청서는 행정실에 제출해 주세요,N,스쿨뱅킹; 신청서; 행정실; 제출,preferred_vi 입력 필요
변경신청서행정실,제출,스쿨뱅킹 계좌 변경 신청서는 행정실에 제출해 주세요,N,스쿨뱅킹; 신청서; 행정실; 제출,preferred_vi 입력 필요
신청서 행정실,제출,스쿨뱅킹 계좌 변경 신청서는 행정실에 제출해 주세요,N,스쿨뱅킹; 신청서; 행정실; 제출,preferred_vi 입력 필요
신청서 행정실 제출해,제출,스쿨뱅킹 계좌 변경 신청서는 행정실에 제출해 주세요,N,스쿨뱅킹; 신청서; 행정실; 제출,preferred_vi 입력 필요
신청서행정실,제출,스쿨뱅킹 계좌 변경 신청서는 행정실에 제출해 주세요,N,스쿨뱅킹; 신청서; 행정실; 제출,preferred_vi 입력 필요
신청서행정실제출해,제출,스쿨뱅킹 계좌 변경 신청서는 행정실에 제출해 주세요,N,스쿨뱅킹; 신청서; 행정실; 제출,preferred_vi 입력 필요
행정실,제출,스쿨뱅킹 계좌 변경 신청서는 행정실에 제출해 주세요,Y,스쿨뱅킹; 신청서; 행정실; 제출,기존 사전 용어
사물함,준비물,사물함 이름표 스티커를 준비해 주세요,N,,preferred_vi 입력 필요
스티커 준비해,준비물,사물함 이름표 스티커를 준비해 주세요,N,,preferred_vi 입력 필요
스티커준비해,준비물,사물함 이름표 스티커를 준비해 주세요,N,,preferred_vi 입력 필요
이름표,준비물,사물함 이름표 스티커를 준비해 주세요,N,,preferred_vi 입력 필요
이름표 스티커 준비해,준비물,사물함 이름표 스티커를 준비해 주세요,N,,preferred_vi 입력 필요
이름표스티커준비해,준비물,사물함 이름표 스티커를 준비해 주세요,N,,preferred_vi 입력 필요
16일,일정,5월 16일 오전에 건강검진을 합니다,N,건강검진,preferred_vi 입력 필요
건강검진,일정,5월 16일 오전에 건강검진을 합니다,Y,건강검진,기존 사전 용어
목요일,일정,학생 건강검진은 5월 16일 목요일 오전에 실시됩니다,N,건강검진,preferred_vi 입력 필요
등원시간,비용,발표회 날 오전 9시까지 와 주세요,N,,preferred_vi 입력 필요
등원해야,일정,발표회 당일 아이들은 오전 9시까지 등원해야 합니다,N,등원,preferred_vi 입력 필요
개인 물병,일정,깨끗한 개인 물병을 매일 보내 주세요,Y,개인 물병,기존 사전 용어
개인 물병 매일,일정,깨끗한 개인 물병을 매일 보내 주세요,N,개인 물병,preferred_vi 입력 필요
개인물병,일정,깨끗한 개인 물병을 매일 보내 주세요,N,개인 물병,preferred_vi 입력 필요
개인물병매일,일정,깨끗한 개인 물병을 매일 보내 주세요,N,개인 물병,preferred_vi 입력 필요
깨끗한 개인 물병,일정,깨끗한 개인 물병을 매일 보내 주세요,N,개인 물병,preferred_vi 입력 필요
깨끗한개인물병,일정,깨끗한 개인 물병을 매일 보내 주세요,N,개인 물병,preferred_vi 입력 필요
매일,일정,깨끗한 개인 물병을 매일 보내 주세요,N,개인 물병,preferred_vi 입력 필요
물병,일정,깨끗한 개인 물병을 매일 보내 주세요,N,개인 물병,preferred_vi 입력 필요
물병 매일,일정,깨끗한 개인 물병을 매일 보내 주세요,N,개인 물병,preferred_vi 입력 필요
물병매일,일정,깨끗한 개인 물병을 매일 보내 주세요,N,개인 물병,preferred_vi 입력 필요
물병 매일 세척하여,일정,개인 물병을 매일 세척하여 보내 주세요,N,개인 물병,preferred_vi 입력 필요
물병매일세척하여,일정,개인 물병을 매일 세척하여 보내 주세요,N,개인 물병,preferred_vi 입력 필요
운동화,기타,체험놀이 날 편한 옷과 운동화를 신겨 주세요,N,,preferred_vi 입력 필요
체험놀,기타,체험놀이 날 편한 옷과 운동화를 신겨 주세요,N,,preferred_vi 입력 필요
원내,비용,원내 체험놀이가 있는 날에는 편한 바지와 운동화를 착용해 주세요,N,,preferred_vi 입력 필요
쉬운 도시락 준비해,준비물,아이가 먹기 쉬운 도시락을 준비해 주세요,N,도시락,preferred_vi 입력 필요
쉬운도시락준비해,준비물,아이가 먹기 쉬운 도시락을 준비해 주세요,N,도시락,preferred_vi 입력 필요
현장학습,준비물,아이가 먹기 쉬운 도시락을 준비해 주세요,N,도시락,preferred_vi 입력 필요
쉬운 음식 준비해,준비물,현장학습 도시락은 아이가 먹기 쉬운 음식으로 준비해 주세요,N,도시락,preferred_vi 입력 필요
쉬운음식준비해,준비물,현장학습 도시락은 아이가 먹기 쉬운 음식으로 준비해 주세요,N,도시락,preferred_vi 입력 필요
음식 준비해,준비물,현장학습 도시락은 아이가 먹기 쉬운 음식으로 준비해 주세요,N,도시락,preferred_vi 입력 필요
음식준비해,준비물,현장학습 도시락은 아이가 먹기 쉬운 음식으로 준비해 주세요,N,도시락,preferred_vi 입력 필요
현장학습 도시락,준비물,현장학습 도시락은 아이가 먹기 쉬운 음식으로 준비해 주세요,N,도시락,preferred_vi 입력 필요
현장학습 도시락 아,준비물,현장학습 도시락은 아이가 먹기 쉬운 음식으로 준비해 주세요,N,도시락,preferred_vi 입력 필요
현장학습도시락,준비물,현장학습 도시락은 아이가 먹기 쉬운 음식으로 준비해 주세요,N,도시락,preferred_vi 입력 필요
현장학습도시락아,준비물,현장학습 도시락은 아이가 먹기 쉬운 음식으로 준비해 주세요,N,도시락,preferred_vi 입력 필요
감염병,건강·안전,열이나 기침이 있으면 담임선생님께 알려 주세요,Y,,기존 사전 용어
기침,기타,열이나 기침이 있으면 담임선생님께 알려 주세요,N,,preferred_vi 입력 필요
발열,기타,열이나 기침이 있으면 담임선생님께 알려 주세요,N,,preferred_vi 입력 필요
2일,일정,10월 2일은 학교에 오지 않습니다,N,,preferred_vi 입력 필요
임시공휴일,일정,10월 2일은 학교에 오지 않습니다,N,,preferred_vi 입력 필요
휴업,일정,10월 2일은 학교에 오지 않습니다,N,,preferred_vi 입력 필요
리코더,준비물,다음 주까지 리코더를 준비해 주세요,N,,preferred_vi 입력 필요
리코더 준비해,준비물,다음 주까지 리코더를 준비해 주세요,N,,preferred_vi 입력 필요
